base_variant,ci_metrics,delta_gaugan_biggan_r_acc,delta_gaugan_biggan_r_acc_ci_high,delta_gaugan_biggan_r_acc_ci_low,delta_mean_acc,delta_mean_acc_ci_high,delta_mean_acc_ci_low,delta_mean_ap,delta_mean_auc,delta_mean_f_acc,delta_mean_f_acc_ci_high,delta_mean_f_acc_ci_low,delta_mean_r_acc,delta_mean_r_acc_ci_high,delta_mean_r_acc_ci_low,delta_tail_f_acc,delta_tail_f_acc_ci_high,delta_tail_f_acc_ci_low,n_bootstrap,seed,variant
RP0_full_residual_prior,threshold_metrics_only,-5.734999999999999,-4.90090749825419,-6.610306520666143,4.2066742795261405,4.359668436269635,4.036697095131314,1.8304448439303371,1.7615772531556644,6.954863202259858,7.158875945907633,6.743273125967723,1.4584853567924085,1.7038564294434464,1.2173265031330747,17.380416666666676,17.747853936792538,17.035268692472684,1000,300,RP1_no_residual
RP0_full_residual_prior,threshold_metrics_only,10.959999999999994,12.07569366510149,9.846046083963111,5.83491960376881,6.052263956620027,5.638800840040613,5.8547653176405845,5.151825200476964,7.962950803950065,8.246407842294346,7.689898396366523,3.7068884035875413,3.965575251136306,3.4611038805465677,1.188888888888897,1.6076052565592978,0.8071407815735914,1000,300,RP2_residual_only
RP0_full_residual_prior,threshold_metrics_only,23.36,24.529403806618078,22.227905252391977,3.202020536731254,3.3747665487131306,3.0294922238994872,3.3593448189431285,3.0010178247402024,0.877233316986505,1.1009895935877956,0.6565166746827249,5.526807756475989,5.763397137903211,5.293150935970325,-3.765555555555551,-3.499648674551985,-4.03087362806844,1000,300,RP3_artifact_residual
RP0_full_residual_prior,threshold_metrics_only,-21.095,-20.03827477044723,-22.14313404200375,10.761534622828137,10.968886537920694,10.555728349280898,5.185350347331365,5.202157094306017,23.454454553038985,23.742000344089497,23.159547158941677,-1.9313853073827119,-1.7123614437579633,-2.153958580892554,37.79930555555556,38.20566102205458,37.36945226233776,1000,300,RP4_semantic_residual
RP0_full_residual_prior,threshold_metrics_only,-5.734999999999999,-4.90090749825419,-6.610306520666143,4.2066742795261405,4.359668436269635,4.036697095131314,1.8304448439303371,1.7615772531556644,6.954863202259858,7.158875945907633,6.743273125967723,1.4584853567924085,1.7038564294434464,1.2173265031330747,17.380416666666676,17.747853936792538,17.035268692472684,1000,300,RP6_gamma_scale_0p00
RP0_full_residual_prior,threshold_metrics_only,-2.625,-2.1111485015103564,-3.1486019693408376,0.8008663201307655,0.8939049315446502,0.6954636487174948,0.192218862143406,0.1930606762910969,1.553286008037162,1.6761535421190792,1.4121009072765243,0.04844663222436907,0.20200098501199618,-0.08551214168916736,5.091666666666669,5.317012581620844,4.887472257571118,1000,300,RP6_gamma_scale_0p50
RP0_full_residual_prior,threshold_metrics_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,300,RP6_gamma_scale_1p00
RP0_full_residual_prior,threshold_metrics_only,1.7750000000000057,2.2266925956298556,1.2899368857000393,0.11593645831496247,0.1963374156716572,0.025870469491715658,0.16205075536147717,0.14885979590087572,-0.07940881911102338,0.03432375863953175,-0.19809572918489096,0.3112817357409483,0.41781422213719493,0.20013509714634417,-1.8958333333333286,-1.753221890875224,-2.04545327685204,1000,300,RP6_gamma_scale_1p50
RP0_full_residual_prior,threshold_metrics_only,2.980000000000004,3.6101084470228604,2.3345309231689866,0.5090139064149923,0.6262444304453889,0.3962657316081401,0.49463406413005373,0.4374948819275488,0.45737834693217394,0.631449351265089,0.2844869437282401,0.5606494658977965,0.7000101459391672,0.42036048981593305,-2.7451388888888744,-2.5686435089525452,-2.9309942617433693,1000,300,RP6_gamma_scale_2p00
